Metals Acquisition Price to Free Cash Flow Ratio Historical Data,Metals Acquisition Price to Free Cash Flow Ratio Historical Data,Metals Acquisition Price to Free Cash Flow Ratio Historical Data,Metals Acquisition Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2024-10-17,12.38,,0.0
2023-12-31,10.49,$-0.22,0.0
2023-03-31,10.22,$-0.50,0.0
2022-12-31,10.01,$-0.44,0.0
2022-09-30,9.79,$-0.34,0.0
2022-06-30,9.79,$-0.38,0.0
