PHINIA Price to Free Cash Flow Ratio Historical Data,PHINIA Price to Free Cash Flow Ratio Historical Data,PHINIA Price to Free Cash Flow Ratio Historical Data,PHINIA Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2024-10-17,45.76,,11.61
2024-06-30,39.36,$3.94,9.98
