Belite Bio Price to Free Cash Flow Ratio Historical Data,Belite Bio Price to Free Cash Flow Ratio Historical Data,Belite Bio Price to Free Cash Flow Ratio Historical Data,Belite Bio Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2024-10-17,56.0,,0.0
2024-06-30,45.68,$-1.12,0.0
2024-03-31,38.37,$-1.12,0.0
2023-12-31,45.75,$-1.12,0.0
2022-12-31,30.15,0,0.0
2022-09-30,33.55,0,0.0
