Sector,Industry,Market Cap,Revenue
Consumer Staples,Beverages - Soft Drinks,$33.382B,$19.807B
"Coca-Cola European Partners PLC is a consumer packaged goods company. It is engaged in producing, distributing and marketing nonalcoholic ready-to-drink beverages. It operates primarily in Andorra, Belgium, continental France, Germany, Great Britain, Luxembourg, Monaco, the Netherlands, Norway, Portugal, Spain and Sweden. Coca-Cola European Partners PLC, formerly known as Coca-Cola Enterprises Inc., is headquartered in Uxbridge, United Kingdom.","Coca-Cola European Partners PLC is a consumer packaged goods company. It is engaged in producing, distributing and marketing nonalcoholic ready-to-drink beverages. It operates primarily in Andorra, Belgium, continental France, Germany, Great Britain, Luxembourg, Monaco, the Netherlands, Norway, Portugal, Spain and Sweden. Coca-Cola European Partners PLC, formerly known as Coca-Cola Enterprises Inc., is headquartered in Uxbridge, United Kingdom.","Coca-Cola European Partners PLC is a consumer packaged goods company. It is engaged in producing, distributing and marketing nonalcoholic ready-to-drink beverages. It operates primarily in Andorra, Belgium, continental France, Germany, Great Britain, Luxembourg, Monaco, the Netherlands, Norway, Portugal, Spain and Sweden. Coca-Cola European Partners PLC, formerly known as Coca-Cola Enterprises Inc., is headquartered in Uxbridge, United Kingdom.","Coca-Cola European Partners PLC is a consumer packaged goods company. It is engaged in producing, distributing and marketing nonalcoholic ready-to-drink beverages. It operates primarily in Andorra, Belgium, continental France, Germany, Great Britain, Luxembourg, Monaco, the Netherlands, Norway, Portugal, Spain and Sweden. Coca-Cola European Partners PLC, formerly known as Coca-Cola Enterprises Inc., is headquartered in Uxbridge, United Kingdom."
