Sector,Industry,Market Cap,Revenue
Oils/Energy,Oil & Gas - US Exploration and Production,$34.502B,$8.412B
"Diamondback Energy, Inc. is an independent oil and gas exploration & production company, with its primary focus on the Permian Basin. The upstream operator focuses on growth through a combination of acquisitions and active drilling in America's hottest and lowest-cost shale region. The Permian `Super' BasinA sedimentary basin lying underneath the western part of Texas and the south-eastern part of New Mexico.","Diamondback Energy, Inc. is an independent oil and gas exploration & production company, with its primary focus on the Permian Basin. The upstream operator focuses on growth through a combination of acquisitions and active drilling in America's hottest and lowest-cost shale region. The Permian `Super' BasinA sedimentary basin lying underneath the western part of Texas and the south-eastern part of New Mexico.","Diamondback Energy, Inc. is an independent oil and gas exploration & production company, with its primary focus on the Permian Basin. The upstream operator focuses on growth through a combination of acquisitions and active drilling in America's hottest and lowest-cost shale region. The Permian `Super' BasinA sedimentary basin lying underneath the western part of Texas and the south-eastern part of New Mexico.","Diamondback Energy, Inc. is an independent oil and gas exploration & production company, with its primary focus on the Permian Basin. The upstream operator focuses on growth through a combination of acquisitions and active drilling in America's hottest and lowest-cost shale region. The Permian `Super' BasinA sedimentary basin lying underneath the western part of Texas and the south-eastern part of New Mexico."
