Sector,Industry,Market Cap,Revenue
Consumer Discretionary,Hotels & Motels,$67.575B,$23.713B
"Marriott International Inc. is a worldwide operator, franchisor, and licensor of hotel, residential, and timeshare properties under numerous brand names at different price and service points. They have two operating segments: U.S. & Canada and International. Marriott operates and franchises hotels and licenses vacation ownership resorts all around the world.","Marriott International Inc. is a worldwide operator, franchisor, and licensor of hotel, residential, and timeshare properties under numerous brand names at different price and service points. They have two operating segments: U.S. & Canada and International. Marriott operates and franchises hotels and licenses vacation ownership resorts all around the world.","Marriott International Inc. is a worldwide operator, franchisor, and licensor of hotel, residential, and timeshare properties under numerous brand names at different price and service points. They have two operating segments: U.S. & Canada and International. Marriott operates and franchises hotels and licenses vacation ownership resorts all around the world.","Marriott International Inc. is a worldwide operator, franchisor, and licensor of hotel, residential, and timeshare properties under numerous brand names at different price and service points. They have two operating segments: U.S. & Canada and International. Marriott operates and franchises hotels and licenses vacation ownership resorts all around the world."
