Sector,Industry,Market Cap,Revenue
Retail/Wholesale,Retail - Drug Stores,$13.829B,$139.081B
"Walgreens Boots Alliance, Inc. operates as a retail drugstore chain. The Company sells prescription and non-prescription drugs, as well as general merchandise products, including household items, convenience and fresh foods, personal care, beauty care, photofinishing and candy. Its pharmacy, health and wellness services include retail, specialty, infusion and respiratory services, mail service and convenient care clinics. The Company offers its products and services through drugstores, as well as through mail, by telephone and online. Walgreens Boots Alliance, Inc., is based in Deerfield, Illinois.","Walgreens Boots Alliance, Inc. operates as a retail drugstore chain. The Company sells prescription and non-prescription drugs, as well as general merchandise products, including household items, convenience and fresh foods, personal care, beauty care, photofinishing and candy. Its pharmacy, health and wellness services include retail, specialty, infusion and respiratory services, mail service and convenient care clinics. The Company offers its products and services through drugstores, as well as through mail, by telephone and online. Walgreens Boots Alliance, Inc., is based in Deerfield, Illinois.","Walgreens Boots Alliance, Inc. operates as a retail drugstore chain. The Company sells prescription and non-prescription drugs, as well as general merchandise products, including household items, convenience and fresh foods, personal care, beauty care, photofinishing and candy. Its pharmacy, health and wellness services include retail, specialty, infusion and respiratory services, mail service and convenient care clinics. The Company offers its products and services through drugstores, as well as through mail, by telephone and online. Walgreens Boots Alliance, Inc., is based in Deerfield, Illinois.","Walgreens Boots Alliance, Inc. operates as a retail drugstore chain. The Company sells prescription and non-prescription drugs, as well as general merchandise products, including household items, convenience and fresh foods, personal care, beauty care, photofinishing and candy. Its pharmacy, health and wellness services include retail, specialty, infusion and respiratory services, mail service and convenient care clinics. The Company offers its products and services through drugstores, as well as through mail, by telephone and online. Walgreens Boots Alliance, Inc., is based in Deerfield, Illinois."
