Sector,Industry,Market Cap,Revenue
Consumer Discretionary,Broadcasting - Radio & TV,$18.929B,$41.321B
"Warner Bros. Discovery is a media and entertainment company which creates and distributes portfolio of content and brands across television, film and streaming. The company's brands and products includes Discovery Channel, discovery , CNN, CNN , DC, Eurosport, HBO, HBO Max, HGTV, Food Network, Investigation Discovery, TLC, TNT, TBS, truTV, Travel Channel, MotorTrend, Animal Planet, Science Channel, Warner Bros. Pictures, New Line Cinema, Cartoon Network, Adult Swim, Turner Classic Movies and others. Warner Bros. Discovery, formerly known as Discovery Inc., is based in NEW YORK.","Warner Bros. Discovery is a media and entertainment company which creates and distributes portfolio of content and brands across television, film and streaming. The company's brands and products includes Discovery Channel, discovery , CNN, CNN , DC, Eurosport, HBO, HBO Max, HGTV, Food Network, Investigation Discovery, TLC, TNT, TBS, truTV, Travel Channel, MotorTrend, Animal Planet, Science Channel, Warner Bros. Pictures, New Line Cinema, Cartoon Network, Adult Swim, Turner Classic Movies and others. Warner Bros. Discovery, formerly known as Discovery Inc., is based in NEW YORK.","Warner Bros. Discovery is a media and entertainment company which creates and distributes portfolio of content and brands across television, film and streaming. The company's brands and products includes Discovery Channel, discovery , CNN, CNN , DC, Eurosport, HBO, HBO Max, HGTV, Food Network, Investigation Discovery, TLC, TNT, TBS, truTV, Travel Channel, MotorTrend, Animal Planet, Science Channel, Warner Bros. Pictures, New Line Cinema, Cartoon Network, Adult Swim, Turner Classic Movies and others. Warner Bros. Discovery, formerly known as Discovery Inc., is based in NEW YORK.","Warner Bros. Discovery is a media and entertainment company which creates and distributes portfolio of content and brands across television, film and streaming. The company's brands and products includes Discovery Channel, discovery , CNN, CNN , DC, Eurosport, HBO, HBO Max, HGTV, Food Network, Investigation Discovery, TLC, TNT, TBS, truTV, Travel Channel, MotorTrend, Animal Planet, Science Channel, Warner Bros. Pictures, New Line Cinema, Cartoon Network, Adult Swim, Turner Classic Movies and others. Warner Bros. Discovery, formerly known as Discovery Inc., is based in NEW YORK."
