Sector,Industry,Market Cap,Revenue
Consumer Discretionary,Broadcasting - Radio & TV,$278.749B,$33.723B
"Netflix is considered a pioneer in the streaming space. The company evolved from a small DVD-rental provider to a dominant streaming service provider, courtesy of its wide-ranging content portfolio and a fortified international footprint. Netflix has been spending aggressively on building its original show portfolio. This is helping it sustain its leading position despite the launch of new services like Disney and Apple TV as well as the existing services like Amazon prime video.Netflix streams movies, television shows and documentaries across a wide variety of genres and languages. Subscribers, both domestic and international, can watch them on a host of internet-connected devices, including television sets, computers and mobile devices. In the Domestic DVD segment, Netflix delivers DVDs through the U.S. postal service from distribution centers located in major U.S. cities.","Netflix is considered a pioneer in the streaming space. The company evolved from a small DVD-rental provider to a dominant streaming service provider, courtesy of its wide-ranging content portfolio and a fortified international footprint. Netflix has been spending aggressively on building its original show portfolio. This is helping it sustain its leading position despite the launch of new services like Disney and Apple TV as well as the existing services like Amazon prime video.Netflix streams movies, television shows and documentaries across a wide variety of genres and languages. Subscribers, both domestic and international, can watch them on a host of internet-connected devices, including television sets, computers and mobile devices. In the Domestic DVD segment, Netflix delivers DVDs through the U.S. postal service from distribution centers located in major U.S. cities.","Netflix is considered a pioneer in the streaming space. The company evolved from a small DVD-rental provider to a dominant streaming service provider, courtesy of its wide-ranging content portfolio and a fortified international footprint. Netflix has been spending aggressively on building its original show portfolio. This is helping it sustain its leading position despite the launch of new services like Disney and Apple TV as well as the existing services like Amazon prime video.Netflix streams movies, television shows and documentaries across a wide variety of genres and languages. Subscribers, both domestic and international, can watch them on a host of internet-connected devices, including television sets, computers and mobile devices. In the Domestic DVD segment, Netflix delivers DVDs through the U.S. postal service from distribution centers located in major U.S. cities.","Netflix is considered a pioneer in the streaming space. The company evolved from a small DVD-rental provider to a dominant streaming service provider, courtesy of its wide-ranging content portfolio and a fortified international footprint. Netflix has been spending aggressively on building its original show portfolio. This is helping it sustain its leading position despite the launch of new services like Disney and Apple TV as well as the existing services like Amazon prime video.Netflix streams movies, television shows and documentaries across a wide variety of genres and languages. Subscribers, both domestic and international, can watch them on a host of internet-connected devices, including television sets, computers and mobile devices. In the Domestic DVD segment, Netflix delivers DVDs through the U.S. postal service from distribution centers located in major U.S. cities."
