Sector,Industry,Market Cap,Revenue
Computer and Technology,Wireless - National Providers,$194.528B,$78.558B
"T-Mobile US, Inc. is a national wireless service provider. The company offers its services under the T-Mobile, Metro by T-Mobile and Sprint brands. T-Mobile, through its subsidiaries, provides wireless services for branded postpaid and prepaid, and wholesale customers. The company was formed after the merger of T-Mobile USA Inc. and MetroPCS Communications Inc. Deutsche Telekom AG was the owner of the former T-Mobile USA Inc. Under the terms of the business combination with MetroPCS, Deutsche Telekom received shares of common stock representing a majority ownership interest in T-Mobile in exchange for its transfer of all of T-Mobile USA's common stock. The company offers mobile voice, messaging and data services in the postpaid, prepaid and wholesale markets. T-Mobile is extensively deploying 5G and 4G LTE (Long-Term Evolution) networks. It also provides wireless devices, such as smartphones, tablets and other mobile communication devices and accessories manufactured by various suppliers.","T-Mobile US, Inc. is a national wireless service provider. The company offers its services under the T-Mobile, Metro by T-Mobile and Sprint brands. T-Mobile, through its subsidiaries, provides wireless services for branded postpaid and prepaid, and wholesale customers. The company was formed after the merger of T-Mobile USA Inc. and MetroPCS Communications Inc. Deutsche Telekom AG was the owner of the former T-Mobile USA Inc. Under the terms of the business combination with MetroPCS, Deutsche Telekom received shares of common stock representing a majority ownership interest in T-Mobile in exchange for its transfer of all of T-Mobile USA's common stock. The company offers mobile voice, messaging and data services in the postpaid, prepaid and wholesale markets. T-Mobile is extensively deploying 5G and 4G LTE (Long-Term Evolution) networks. It also provides wireless devices, such as smartphones, tablets and other mobile communication devices and accessories manufactured by various suppliers.","T-Mobile US, Inc. is a national wireless service provider. The company offers its services under the T-Mobile, Metro by T-Mobile and Sprint brands. T-Mobile, through its subsidiaries, provides wireless services for branded postpaid and prepaid, and wholesale customers. The company was formed after the merger of T-Mobile USA Inc. and MetroPCS Communications Inc. Deutsche Telekom AG was the owner of the former T-Mobile USA Inc. Under the terms of the business combination with MetroPCS, Deutsche Telekom received shares of common stock representing a majority ownership interest in T-Mobile in exchange for its transfer of all of T-Mobile USA's common stock. The company offers mobile voice, messaging and data services in the postpaid, prepaid and wholesale markets. T-Mobile is extensively deploying 5G and 4G LTE (Long-Term Evolution) networks. It also provides wireless devices, such as smartphones, tablets and other mobile communication devices and accessories manufactured by various suppliers.","T-Mobile US, Inc. is a national wireless service provider. The company offers its services under the T-Mobile, Metro by T-Mobile and Sprint brands. T-Mobile, through its subsidiaries, provides wireless services for branded postpaid and prepaid, and wholesale customers. The company was formed after the merger of T-Mobile USA Inc. and MetroPCS Communications Inc. Deutsche Telekom AG was the owner of the former T-Mobile USA Inc. Under the terms of the business combination with MetroPCS, Deutsche Telekom received shares of common stock representing a majority ownership interest in T-Mobile in exchange for its transfer of all of T-Mobile USA's common stock. The company offers mobile voice, messaging and data services in the postpaid, prepaid and wholesale markets. T-Mobile is extensively deploying 5G and 4G LTE (Long-Term Evolution) networks. It also provides wireless devices, such as smartphones, tablets and other mobile communication devices and accessories manufactured by various suppliers."
