Sector,Industry,Market Cap,Revenue
Utilities,Utility - Electric Power Distribution,$36.691B,$21.727B
"Exelon Corporation is one of the nation's largest electric utilities. The company has one of the industry's largest portfolios of electricity generation capacity, with a nationwide reach and strong positions in the Midwest and Mid-Atlantic. Exelon focuses solely on transmission and distribution operations. Exelon serves customers through 6 fully-regulated transmission and distribution utilities: Atlantic City Electric, Baltimore Gas and Electric, Commonwealth Edison, Delmarva Power & Light, PECO Energy Company, and Potomac Electric Power Company. Exelon will continue to invest in and modernize the grid for safe, clean, and affordable energy choices as well as provide efficient services to the expanding customer base. Exelon will also support customers in reducing their emissions through a range of offerings, including electric vehicle expansion, energy efficiency improvements and wider adoption of renewable energy.","Exelon Corporation is one of the nation's largest electric utilities. The company has one of the industry's largest portfolios of electricity generation capacity, with a nationwide reach and strong positions in the Midwest and Mid-Atlantic. Exelon focuses solely on transmission and distribution operations. Exelon serves customers through 6 fully-regulated transmission and distribution utilities: Atlantic City Electric, Baltimore Gas and Electric, Commonwealth Edison, Delmarva Power & Light, PECO Energy Company, and Potomac Electric Power Company. Exelon will continue to invest in and modernize the grid for safe, clean, and affordable energy choices as well as provide efficient services to the expanding customer base. Exelon will also support customers in reducing their emissions through a range of offerings, including electric vehicle expansion, energy efficiency improvements and wider adoption of renewable energy.","Exelon Corporation is one of the nation's largest electric utilities. The company has one of the industry's largest portfolios of electricity generation capacity, with a nationwide reach and strong positions in the Midwest and Mid-Atlantic. Exelon focuses solely on transmission and distribution operations. Exelon serves customers through 6 fully-regulated transmission and distribution utilities: Atlantic City Electric, Baltimore Gas and Electric, Commonwealth Edison, Delmarva Power & Light, PECO Energy Company, and Potomac Electric Power Company. Exelon will continue to invest in and modernize the grid for safe, clean, and affordable energy choices as well as provide efficient services to the expanding customer base. Exelon will also support customers in reducing their emissions through a range of offerings, including electric vehicle expansion, energy efficiency improvements and wider adoption of renewable energy.","Exelon Corporation is one of the nation's largest electric utilities. The company has one of the industry's largest portfolios of electricity generation capacity, with a nationwide reach and strong positions in the Midwest and Mid-Atlantic. Exelon focuses solely on transmission and distribution operations. Exelon serves customers through 6 fully-regulated transmission and distribution utilities: Atlantic City Electric, Baltimore Gas and Electric, Commonwealth Edison, Delmarva Power & Light, PECO Energy Company, and Potomac Electric Power Company. Exelon will continue to invest in and modernize the grid for safe, clean, and affordable energy choices as well as provide efficient services to the expanding customer base. Exelon will also support customers in reducing their emissions through a range of offerings, including electric vehicle expansion, energy efficiency improvements and wider adoption of renewable energy."
