Date,Quarterly Net Income
2024-03-31,146.0
2023-12-31,256.0
2023-09-30,121.0
2023-06-30,116.0
2023-03-31,49.0
2022-12-31,92.0
2022-09-30,101.0
2022-06-30,51.0
2022-03-31,97.0
2021-12-31,-5.0
2021-09-30,87.0
2021-06-30,78.0
2021-03-31,57.0
2020-12-31,411.0
2020-09-30,72.0
2020-06-30,46.0
2020-03-31,20.0
2019-12-31,93.0
2019-09-30,46.0
2019-06-30,-11.0
2019-03-31,-27.0
2018-12-31,-180.0
2018-09-30,47.0
2018-06-30,30.0
2018-03-31,-24.0
2017-12-31,-9.0
2017-09-30,-2.0
2017-06-30,3.0
2017-03-31,-42.0
2016-12-31,-7.0
2016-09-30,-19.0
2016-06-30,-20.0
2016-03-31,-19.0
2015-12-31,2.0
2015-09-30,-43.0
2015-06-30,-4.0
2015-03-31,-13.0
2014-12-31,1.0
2014-09-30,-5.0
2014-06-30,-6.0
2014-03-31,-13.0
2013-12-31,-3.0
2013-09-30,-6.0
2013-06-30,-10.0
2013-03-31,-11.0
2012-12-31,-8.0
2012-09-30,-17.0
2012-06-30,-15.0
2012-03-31,-14.0
2011-12-31,-12.0
2011-09-30,-13.0
2011-06-30,-7.0
2011-03-31,-12.0
2010-12-31,-10.0
2010-09-30,-13.0
2010-06-30,-12.0
2010-03-31,-20.0
2009-12-31,-12.0
2009-09-30,-14.0
2009-06-30,-15.0
2009-03-31,-13.0
