Date,Quarterly Net Income
2024-03-31,545.0
2023-12-31,606.0
2023-09-30,416.0
2023-06-30,421.0
2023-03-31,355.0
2022-12-31,325.0
2022-09-30,324.0
2022-06-30,308.0
2022-03-31,366.0
2021-12-31,381.0
2021-09-30,381.0
2021-06-30,517.0
2021-03-31,426.0
2020-12-31,365.0
2020-09-30,314.0
2020-06-30,68.0
2020-03-31,314.0
2019-12-31,358.0
2019-09-30,397.0
2019-06-30,318.0
2019-03-31,307.0
2018-12-31,293.0
2018-09-30,293.0
2018-06-30,255.0
2018-03-31,288.0
2017-12-31,-32.0
2017-09-30,299.0
2017-06-30,223.0
2017-03-31,181.0
2016-12-31,206.0
2016-09-30,211.0
2016-06-30,185.0
2016-03-31,136.0
2015-12-31,190.0
2015-09-30,167.0
2015-06-30,135.0
2015-03-31,97.0
2014-12-31,147.0
2014-09-30,124.0
2014-06-30,104.0
2014-03-31,44.0
2013-12-31,166.0
2013-09-30,157.0
2013-06-30,159.0
2013-03-31,189.0
2012-12-31,175.0
2012-09-30,183.0
2012-06-30,155.0
2012-03-31,144.0
2011-12-31,151.0
2011-09-30,122.0
2011-06-30,117.0
2011-03-31,104.0
2010-12-31,121.0
2010-09-30,87.0
2010-06-30,89.0
2010-03-31,85.0
2009-12-31,78.0
2009-09-30,65.0
2009-06-30,62.0
2009-03-31,28.0
