Date,Quarterly Net Income
2024-04-30,-81.0
2024-01-31,-55.0
2023-10-31,-29.0
2023-07-31,-38.0
2023-04-30,-54.0
2023-01-31,-64.0
2022-10-31,-85.0
2022-07-31,-119.0
2022-04-30,-77.0
2022-01-31,-84.0
2021-10-31,-81.0
2021-07-31,-77.0
2021-04-30,-64.0
2021-01-31,-76.0
2020-10-31,-73.0
2020-07-31,-65.0
2020-04-30,-54.0
2020-01-31,-63.0
2019-10-31,-42.0
2019-07-31,-37.0
2019-04-30,-33.0
2019-01-31,-22.0
2018-10-31,-22.0
2018-07-31,-28.0
2018-04-30,-27.0
2018-01-31,-14.0
2017-10-31,-24.0
2017-07-31,-26.0
2017-04-30,-20.0
2017-01-31,
2016-10-31,-20.0
2016-07-31,
2016-01-31,
