Date,Quarterly Net Income
2024-03-31,23662.0
2023-12-31,20687.0
2023-09-30,19689.0
2023-06-30,18368.0
2023-03-31,15051.0
2022-12-31,13624.0
2022-09-30,13910.0
2022-06-30,16002.0
2022-03-31,16436.0
2021-12-31,20642.0
2021-09-30,18936.0
2021-06-30,18525.0
2021-03-31,17930.0
2020-12-31,15227.0
2020-09-30,11247.0
2020-06-30,6959.0
2020-03-31,6836.0
2019-12-31,10671.0
2019-09-30,7068.0
2019-06-30,9947.0
2019-03-31,6657.0
2018-12-31,8948.0
2018-09-30,9192.0
2018-06-30,3195.0
2018-03-31,9401.0
2017-12-31,-3020.0
2017-09-30,6732.0
2017-06-30,3524.0
2017-03-31,5426.0
2016-12-31,5333.0
2016-09-30,5061.0
2016-06-30,4877.0
2016-03-31,4207.0
2015-12-31,4923.0
2015-09-30,3979.0
2015-06-30,3409.0
2015-03-31,3515.0
2014-12-31,4594.0
2014-09-30,2739.0
2014-06-30,3351.0
2014-03-31,3452.0
2013-12-31,3189.0
2013-09-30,2970.0
2013-06-30,3228.0
2013-03-31,3346.0
2012-12-31,2886.0
2012-09-30,2176.0
2012-06-30,2785.0
2012-03-31,2890.0
2011-12-31,2705.0
2011-09-30,2729.0
2011-06-30,2505.0
2011-03-31,1798.0
2010-12-31,2543.0
2010-09-30,2167.0
2010-06-30,1840.0
2010-03-31,1955.0
2009-12-31,1973.0
2009-09-30,1639.0
2009-06-30,1485.0
2009-03-31,1423.0
