Date,Quarterly Net Income
2024-03-31,722.0
2023-12-31,1160.0
2023-09-30,1008.0
2023-06-30,968.0
2023-03-31,818.0
2022-12-31,1197.0
2022-09-30,1316.0
2022-06-30,852.0
2022-03-31,974.0
2021-12-31,2229.0
2021-09-30,1632.0
2021-06-30,3099.0
2021-03-31,1115.0
2020-12-31,1149.0
2020-09-30,842.0
2020-06-30,897.0
2020-03-31,625.0
2019-12-31,792.0
2019-09-30,670.0
2019-06-30,193.0
2019-03-31,461.0
2018-12-31,820.0
2018-09-30,595.0
2018-06-30,551.0
2018-03-31,478.0
2017-12-31,174.0
2017-09-30,388.0
2017-06-30,388.0
2017-03-31,249.0
2016-12-31,253.0
2016-09-30,265.0
2016-06-30,196.0
2016-03-31,181.0
2015-12-31,155.0
2015-09-30,210.0
2015-06-30,195.0
2015-03-31,76.0
2014-12-31,90.0
2014-09-30,83.0
2014-06-30,96.0
2014-03-31,68.0
2013-12-31,86.0
2013-09-30,141.0
2013-06-30,87.0
2013-03-31,99.0
2012-12-31,470.0
2012-09-30,191.0
2012-06-30,77.0
2012-03-31,12.0
2011-12-31,-53.0
2011-09-30,-62.0
2011-06-30,-63.0
2011-03-31,-43.0
2010-12-31,-15.0
2010-09-30,-34.0
2010-06-30,-25.0
2010-03-31,-31.0
2009-12-31,-36.0
2009-09-30,-1.0
2009-06-30,-15.0
2009-03-31,-15.0
