Date,Quarterly Net Income
2024-03-31,43.0
2023-12-31,54.0
2023-09-30,23.0
2023-06-30,-4.0
2023-03-31,-24.0
2022-12-31,-29.0
2022-09-30,-26.0
2022-06-30,-5.0
2022-03-31,10.0
2021-12-31,7.0
2021-09-30,-5.0
2021-06-30,-9.0
2021-03-31,-13.0
2020-12-31,-16.0
2020-09-30,-15.0
2020-06-30,0.0
2020-03-31,6.0
2019-12-31,1.0
2019-09-30,-4.0
2019-06-30,-4.0
2019-03-31,-9.0
2018-12-31,
2018-09-30,-5.0
2017-12-31,
