Informatica PE Ratio Historical Data,Informatica PE Ratio Historical Data,Informatica PE Ratio Historical Data,Informatica PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,27.0,,50.94
2024-06-30,30.88,$0.53,58.26
2024-03-31,35.0,$-0.02,0.0
2023-12-31,28.39,$-0.46,0.0
2023-09-30,21.07,$-0.69,0.0
2023-06-30,18.5,$-1.02,0.0
2023-03-31,16.4,$-0.60,0.0
2022-12-31,16.29,$-0.20,0.0
2022-09-30,20.07,$-0.43,0.0
