Credo Technology PE Ratio Historical Data,Credo Technology PE Ratio Historical Data,Credo Technology PE Ratio Historical Data,Credo Technology PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,37.61,,0.0
2024-07-31,27.75,$-0.16,0.0
2024-04-30,17.87,$-0.18,0.0
2024-01-31,20.51,$-0.23,0.0
2023-10-31,14.22,$-0.21,0.0
2023-07-31,16.97,$-0.19,0.0
2023-04-30,8.11,$-0.11,0.0
2023-01-31,17.33,$-0.04,0.0
2022-10-31,13.74,$-0.06,0.0
