PE Ratio Historical Data,PE Ratio Historical Data,PE Ratio Historical Data,PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,163.23,,39.14
2024-06-30,144.98,$4.17,34.77
2024-03-31,135.13,$3.73,36.23
2023-12-31,118.14,$3.69,32.02
2023-09-30,88.84,$2.83,31.39
2023-06-30,89.12,$1.87,47.66
2023-03-31,113.5,$1.08,105.09
2022-12-31,100.45,0,0.0
2022-09-30,87.54,0,0.0
2022-06-30,87.13,0,0.0
