Samsara PE Ratio Historical Data,Samsara PE Ratio Historical Data,Samsara PE Ratio Historical Data,Samsara PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,49.17,,0.0
2024-07-31,38.28,$-0.48,0.0
2024-04-30,34.93,$-0.50,0.0
2024-01-31,31.4,$-0.53,0.0
2023-10-31,23.07,$-0.42,0.0
2023-07-31,27.94,$-0.45,0.0
2023-04-30,18.05,$-0.47,0.0
2023-01-31,13.64,$-0.48,0.0
2022-10-31,12.31,$-1.06,0.0
