Dutch Bros PE Ratio Historical Data,Dutch Bros PE Ratio Historical Data,Dutch Bros PE Ratio Historical Data,Dutch Bros PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,34.7,,138.8
2024-06-30,41.4,$0.25,165.6
2024-03-31,33.0,$0.18,183.33
2023-12-31,31.67,$0.03,1055.67
2023-09-30,23.25,$0.04,581.25
2023-06-30,28.45,$-0.00,0.0
2023-03-31,31.63,$-0.07,0.0
2022-12-31,28.19,$-0.10,0.0
2022-09-30,31.15,$-0.15,0.0
2022-06-30,31.65,$-0.33,0.0
