Alight PE Ratio Historical Data,Alight PE Ratio Historical Data,Alight PE Ratio Historical Data,Alight PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,7.36,,0.0
2024-06-30,7.38,$-0.44,0.0
2024-03-31,9.85,$-0.62,0.0
2023-12-31,8.53,$-0.55,0.0
2023-09-30,7.09,$-0.52,0.0
2023-06-30,9.24,$-0.50,0.0
2023-03-31,9.21,$-0.26,0.0
2022-12-31,8.36,$-0.14,0.0
2022-09-30,7.33,$0.16,45.81
2022-06-30,6.75,$0.00,0.0
