Nuvei PE Ratio Historical Data,Nuvei PE Ratio Historical Data,Nuvei PE Ratio Historical Data,Nuvei PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,33.58,,0.0
2024-06-30,32.38,$-0.09,0.0
2024-03-31,31.62,$-0.04,0.0
2023-12-31,26.26,$-0.06,0.0
2023-09-30,15.0,$-0.08,0.0
2023-06-30,29.56,$0.14,211.14
2023-03-31,43.53,$0.30,145.08
2022-12-31,25.41,$0.39,65.15
2022-09-30,27.05,$0.40,67.63
