CAVA PE Ratio Historical Data,CAVA PE Ratio Historical Data,CAVA PE Ratio Historical Data,CAVA PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,134.29,,362.95
2024-06-30,92.75,$0.37,250.68
2024-03-31,70.05,$0.41,170.85
