NewAmsterdam Pharma PE Ratio Historical Data,NewAmsterdam Pharma PE Ratio Historical Data,NewAmsterdam Pharma PE Ratio Historical Data,NewAmsterdam Pharma PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,19.03,,0.0
2024-06-30,19.21,$-1.47,0.0
2024-03-31,23.65,$-1.06,0.0
2023-03-31,13.26,0,0.0
