LegalZoom PE Ratio Historical Data,LegalZoom PE Ratio Historical Data,LegalZoom PE Ratio Historical Data,LegalZoom PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,6.89,,62.64
2024-06-30,8.39,$0.11,76.27
2024-03-31,13.34,$0.11,121.27
2023-12-31,11.3,$0.08,141.25
2023-09-30,10.94,$0.05,218.8
2023-06-30,12.08,$-0.04,0.0
2023-03-31,9.38,$-0.12,0.0
2022-12-31,7.74,$-0.26,0.0
2022-09-30,8.57,$-0.38,0.0
2022-06-30,10.99,$-0.53,0.0
2022-03-31,14.14,$-0.77,0.0
