Liberty Media - Liberty Formula One Series C PE Ratio Historical Data,Liberty Media - Liberty Formula One Series C PE Ratio Historical Data,Liberty Media - Liberty Formula One Series C PE Ratio Historical Data,Liberty Media - Liberty Formula One Series C PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,79.82,,75.3
2024-06-30,71.84,$1.06,67.77
2024-03-31,65.6,$1.37,47.88
