IHS Holding PE Ratio Historical Data,IHS Holding PE Ratio Historical Data,IHS Holding PE Ratio Historical Data,IHS Holding PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,3.0,,0.0
2022-03-31,11.08,$-2.33,0.0
2021-12-31,14.1,$-6.11,0.0
2023-12-31,4.6,$-5.85,0.0
2023-09-30,5.55,$-5.31,0.0
2023-06-30,9.78,$-4.66,0.0
2023-03-31,8.76,$-1.46,0.0
2022-12-31,6.15,$-1.85,0.0
2022-09-30,5.58,$-5.70,0.0
