Roblox PE Ratio Historical Data,Roblox PE Ratio Historical Data,Roblox PE Ratio Historical Data,Roblox PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,39.86,,0.0
2024-06-30,37.21,$-1.72,0.0
2024-03-31,38.18,$-1.86,0.0
2023-12-31,45.72,$-1.87,0.0
2023-09-30,28.96,$-1.83,0.0
2023-06-30,40.3,$-1.88,0.0
2023-03-31,44.98,$-1.72,0.0
2022-12-31,28.46,$-1.55,0.0
2022-09-30,35.84,$-1.32,0.0
2022-06-30,32.86,$-0.95,0.0
2022-03-31,46.24,$-0.90,0.0
2021-12-31,103.16,$-1.09,0.0
