Udemy PE Ratio Historical Data,Udemy PE Ratio Historical Data,Udemy PE Ratio Historical Data,Udemy PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,8.0,,0.0
2024-06-30,8.63,$-0.57,0.0
2024-03-31,10.98,$-0.53,0.0
2023-12-31,14.73,$-0.72,0.0
2023-09-30,9.5,$-0.95,0.0
2023-06-30,10.73,$-1.17,0.0
2023-03-31,8.83,$-1.21,0.0
2022-12-31,10.55,$-1.08,0.0
2022-09-30,12.09,$-1.08,0.0
