ZipRecruiter PE Ratio Historical Data,ZipRecruiter PE Ratio Historical Data,ZipRecruiter PE Ratio Historical Data,ZipRecruiter PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,9.92,,35.43
2024-06-30,9.09,$0.28,32.46
2024-03-31,11.49,$0.35,32.83
2023-12-31,13.9,$0.47,29.57
2023-09-30,11.99,$0.59,20.32
2023-06-30,17.76,$0.53,33.51
2023-03-31,15.94,$0.50,31.88
2022-12-31,16.42,$0.52,31.58
2022-09-30,16.5,$0.51,32.35
2022-06-30,14.82,$0.51,29.06
2022-03-31,22.98,$-0.15,0.0
