Knife River PE Ratio Historical Data,Knife River PE Ratio Historical Data,Knife River PE Ratio Historical Data,Knife River PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,94.29,,27.17
2024-06-30,70.14,$3.47,20.21
2024-03-31,81.08,$3.10,26.15
