Amplitude PE Ratio Historical Data,Amplitude PE Ratio Historical Data,Amplitude PE Ratio Historical Data,Amplitude PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,8.94,,0.0
2024-06-30,8.9,$-0.68,0.0
2024-03-31,10.88,$-0.73,0.0
2023-12-31,12.72,$-0.78,0.0
2023-09-30,11.57,$-0.83,0.0
2023-06-30,11.0,$-0.88,0.0
2023-03-31,12.44,$-0.86,0.0
2022-12-31,12.08,$-0.83,0.0
2022-09-30,15.47,$-0.82,0.0
2022-06-30,14.29,$-1.55,0.0
