Toast PE Ratio Historical Data,Toast PE Ratio Historical Data,Toast PE Ratio Historical Data,Toast PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,29.54,,0.0
2024-06-30,25.77,$-0.29,0.0
2024-03-31,24.92,$-0.50,0.0
2023-12-31,18.26,$-0.51,0.0
2023-09-30,18.73,$-0.63,0.0
2023-06-30,22.57,$-0.73,0.0
2023-03-31,17.75,$-0.65,0.0
2022-12-31,18.03,$-0.69,0.0
2022-09-30,16.72,$-0.73,0.0
2022-06-30,12.94,$-1.59,0.0
