Compass PE Ratio Historical Data,Compass PE Ratio Historical Data,Compass PE Ratio Historical Data,Compass PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,5.72,,0.0
2024-06-30,3.6,$-0.48,0.0
2024-03-31,3.6,$-0.62,0.0
2023-12-31,3.76,$-0.68,0.0
2023-09-30,2.9,$-0.87,0.0
2023-06-30,3.5,$-1.15,0.0
2023-03-31,3.23,$-1.29,0.0
2022-12-31,2.33,$-1.41,0.0
2022-09-30,2.32,$-1.48,0.0
2022-06-30,3.61,$-1.37,0.0
2022-03-31,7.86,$-1.15,0.0
