Thoughtworks Holding PE Ratio Historical Data,Thoughtworks Holding PE Ratio Historical Data,Thoughtworks Holding PE Ratio Historical Data,Thoughtworks Holding PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,4.42,,0.0
2024-06-30,2.84,$-0.36,0.0
2024-03-31,2.53,$-0.29,0.0
2023-12-31,4.81,$-0.22,0.0
2023-09-30,4.08,$-0.10,0.0
2023-06-30,7.55,$-0.12,0.0
2023-03-31,7.36,$-0.18,0.0
2022-12-31,10.19,$-0.35,0.0
2022-09-30,10.49,$-0.52,0.0
2022-06-30,14.11,$-0.52,0.0
