Trump Media & Technology Group PE Ratio Historical Data,Trump Media & Technology Group PE Ratio Historical Data,Trump Media & Technology Group PE Ratio Historical Data,Trump Media & Technology Group PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,29.9,,0.0
2024-06-30,32.75,$-3.71,0.0
2024-03-31,61.96,$-3.61,0.0
2023-12-31,17.5,0,0.0
2023-09-30,16.42,0,0.0
2023-06-30,12.56,0,0.0
2023-03-31,14.05,0,0.0
2022-12-31,15.0,0,0.0
2022-09-30,16.81,0,0.0
2022-06-30,24.16,0,0.0
